"","dataBest","dataBest","dataBest","dataBest","dataBest","dataBest","dataBest","dataBest","dataBest","dataBest"
"1",0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
"2",0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
"3",0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667
