"","dataBest","dataBest","dataBest","dataBest","dataBest","dataBest","dataBest","dataBest","dataBest","dataBest"
"1",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"2",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"3",0.166666666666667,0.166666666666667,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
